"name","year","category"
"Elliptio downiei","1996","LR/nt"
"Elliptio folliculata","2011","LC"
"Elliptio folliculata","1996","LR/nt"
"Elliptio fraterna","2000","DD"
"Elliptio fraterna","1996","EN"
"Elliptio hopetonensis","2011","LC"
"Elliptio hopetonensis","1996","LR/nt"
"Elliptio lanceolata","1996","LR/nt"
"Elliptio lanceolata","1994","I"
"Elliptio mcmichaeli","2011","NT"
"Elliptio mcmichaeli","1996","LR/nt"
"Elliptio producta","2011","LC"
"Elliptio producta","1996","LR/nt"
"Elliptio shepardiana","1996","LR/nt"
"Elliptio shepardiana","1994","I"
"Elliptio waltoni","2011","DD"
"Elliptio waltoni","2000","DD"
"Elliptio waltoni","1996","EN"
"Elliptoideus sloatianus","2012","VU"
"Elliptoideus sloatianus","2000","EN"
"Elliptoideus sloatianus","1996","CR"
"Elliptoideus sloatianus","1994","I"
"Ellobius alaicus","2016","DD"
"Ellobius alaicus","2008","DD"
"Ellobius alaicus","1996","EN"
"Ellobius fuscocapillus","2016","LC"
"Ellobius fuscocapillus","2008","LC"
"Ellobius fuscocapillus","1996","LR/lc"
"Ellobius lutescens","2016","LC"
"Ellobius lutescens","2008","LC"
"Ellobius lutescens","1996","LR/lc"
"Ellobius talpinus","2016","LC"
"Ellobius talpinus","2015","LC"
"Ellobius talpinus","2008","LC"
"Ellobius talpinus","1996","LR/lc"
"Ellobius tancrei","2016","LC"
"Ellobius tancrei","2008","LC"
"Ellobius tancrei","1996","LR/lc"
"Elona quimperiana","2017","LC"
"Elona quimperiana","2012","LC"
"Elona quimperiana","1996","LR/lc"
"Elona quimperiana","1994","R"
"Elona quimperiana","1990","R"
"Elona quimperiana","1988","R"
"Elona quimperiana","1986","R"
"Elusor macrurus","1996","EN"
"Emballonura furax","2017","LC"
"Emballonura furax","2008","DD"
"Emballonura furax","1996","VU"
"Emballonura furax","1994","K"
"Emballonura furax","1990","K"
"Emballonura furax","1988","K"
"Emballonura raffrayana","2019","LC"
"Emballonura raffrayana","2008","LC"
"Emballonura raffrayana","2000","LR/nt"
"Emballonura raffrayana","1996","LR/cd"
"Emballonura raffrayana","1994","K"
"Emballonura raffrayana","1990","K"
"Emballonura raffrayana","1988","K"
"Emballonura semicaudata","2008","EN"
"Emballonura semicaudata","2000","EN"
"Emballonura semicaudata","1996","EN"
"Emballonura semicaudata","1994","V"
"Emballonura alecto","2019","LC"
"Emballonura alecto","2008","LC"
"Emballonura alecto","1996","LR/lc"
"Paremballonura atrata","2017","LC"
"Paremballonura atrata","2008","LC"
"Paremballonura atrata","1996","VU"
"Emballonura beccarii","2019","LC"
"Emballonura beccarii","2008","LC"
"Emballonura beccarii","1996","LR/lc"
"Emballonura dianae","2019","LC"
"Emballonura dianae","2008","LC"
"Emballonura dianae","1996","VU"
"Emballonura monticola","2008","LC"
"Emballonura monticola","1996","LR/lc"
"Empetrichthys merriami","2013","EX"
"Empetrichthys merriami","1996","EX"
"Empetrichthys merriami","1994","Ex"
"Empetrichthys merriami","1990","Ex"
"Empetrichthys merriami","1988","Ex"
"Empetrichthys merriami","1986","Ex"
"Emydoidea blandingii","2011","EN"
"Emydoidea blandingii","1996","LR/nt"
"Emys orbicularis","1996","LR/nt"
"Enallagma recurvatum","2018","LC"
"Enallagma recurvatum","2009","NT"
"Enallagma recurvatum","2007","LC"
"Enallagma recurvatum","1996","VU"
"Enallagma recurvatum","1994","V"
"Enallagma recurvatum","1990","V"
"Enallagma recurvatum","1988","V"
"Enallagma recurvatum","1986","V"
"Encheloclarias curtisoma","2019","EN"
"Encheloclarias curtisoma","1996","CR"
"Encheloclarias kelioides","2019","CR"
"Encheloclarias kelioides","1996","CR"
"Encheloclarias prolatus","2019","EN"
"Encheloclarias prolatus","1996","VU"
"Encheloclarias tapeinopterus","2019","VU"
"Encheloclarias tapeinopterus","1996","VU"
"Engaeus australis","2010","NT"
"Engaeus australis","1996","EN"
"Engaeus australis","1994","R"
"Engaeus mallacoota","2010","CR"
"Engaeus mallacoota","1996","EN"
"Engaeus mallacoota","1994","K"
"Engaeus martigener","2010","EN"
"Engaeus martigener","1996","EN"
"Engaeus martigener","1994","R"
"Engaeus orramakunna","2010","NT"
"Engaeus orramakunna","1996","EN"
"Engaeus orramakunna","1994","K"
"Engaeus phyllocercus","2010","EN"
"Engaeus phyllocercus","1996","VU"
"Engaeus phyllocercus","1994","R"
"Engaeus rostrogaleatus","2010","VU"
"Engaeus rostrogaleatus","1996","EN"
"Engaeus rostrogaleatus","1994","R"
"Engaeus spinicaudatus","2010","CR"
"Engaeus spinicaudatus","1996","EN"
"Engaeus spinicaudatus","1994","V"
"Engaeus sternalis","2010","CR"
"Engaeus sternalis","1996","EN"
"Engaeus sternalis","1994","V"
"Engaeus curvisuturus","2010","DD"
"Engaeus curvisuturus","1996","EN"
"Engaeus disjuncticus","2010","EN"
"Engaeus disjuncticus","1996","EN"
"Engaeus granulatus","2010","CR"
"Engaeus granulatus","1996","EN"
"Engaeus nulloporius","2010","DD"
"Engaeus nulloporius","1996","EN"
"Engaeus urostrictus","2010","VU"
"Engaeus urostrictus","1996","EN"
"Engaewa similis","2010","LC"
"Engaewa similis","1996","EN"
"Engaewa similis","1994","E"
"Enhydra lutris","2015","EN"
"Enhydra lutris","2011","EN"
"Enhydra lutris","2008","EN"
"Enhydra lutris","2000","EN"
"Enhydra lutris","1996","LR/lc"
"Haplochromis paropius","2010","LC"
"Haplochromis paropius","1996","CR"
"Entomacrodus cadenati","2014","LC"
"Entomacrodus cadenati","1996","DD"
"Eodiaptomus lumholtzi","1996","VU"
"Eodiaptomus shihi","1996","VU"
"Eoglaucomys fimbriatus","2016","LC"
"Eoglaucomys fimbriatus","2008","LC"
"Eoglaucomys fimbriatus","1996","LR/nt"
"Eolagurus luteus","2016","LC"
"Eolagurus luteus","2008","LC"
"Eolagurus luteus","1996","LR/cd"
"Eolagurus przewalskii","2016","LC"
"Eolagurus przewalskii","2008","LC"
"Eolagurus przewalskii","1996","LR/lc"
"Eoleptestheria spinosa","1996","VU"
"Eonycteris major","2008","DD"
"Eonycteris major","1996","LR/lc"
"Eonycteris spelaea","2008","LC"
"Eonycteris spelaea","1996","LR/lc"
"Eothenomys chinensis","2016","LC"
"Eothenomys chinensis","2008","LC"
"Eothenomys chinensis","1996","LR/lc"
"Eothenomys custos","2016","LC"
"Eothenomys custos","2008","LC"
"Eothenomys custos","1996","LR/lc"
"Caryomys eva","2016","LC"
"Caryomys eva","2008","LC"
"Caryomys eva","1996","LR/lc"
"Caryomys inez","2016","LC"
"Caryomys inez","2008","LC"
"Caryomys inez","1996","LR/lc"
"Eothenomys melanogaster","2016","LC"
"Eothenomys melanogaster","2008","LC"
"Eothenomys melanogaster","1996","LR/lc"
"Eothenomys olitor","2016","LC"
"Eothenomys olitor","2008","LC"
"Eothenomys olitor","1996","LR/lc"
"Eothenomys proditor","2019","DD"
"Eothenomys proditor","2008","LC"
"Eothenomys proditor","1996","LR/lc"
"Myodes regulus","2016","LC"
"Myodes regulus","2008","LC"
"Myodes regulus","1996","LR/lc"
"Myodes shanseius","2016","LC"
"Myodes shanseius","2008","LC"
"Myodes shanseius","1996","LR/lc"
"Eozapus setchuanus","2016","LC"
"Eozapus setchuanus","2008","LC"
"Eozapus setchuanus","1996","VU"
"Epalzeorhynchos bicolor","2011","CR"
"Epalzeorhynchos bicolor","1996","EW"
"Chilabothrus angulifer","1996","LR/nt"
"Chilabothrus angulifer","1994","I"
"Chilabothrus angulifer","1990","I"
"Chilabothrus angulifer","1988","I"
"Chilabothrus angulifer","1986","I"
"Chilabothrus inornatus","2018","LC"
"Chilabothrus inornatus","2010","LC"
"Chilabothrus inornatus","1996","LR/nt"
"Chilabothrus inornatus","1994","K"
"Chilabothrus inornatus","1990","E"
"Chilabothrus inornatus","1988","E"
"Chilabothrus inornatus","1986","E"
"Chilabothrus monensis","1996","EN"
"Chilabothrus monensis","1994","R"
"Chilabothrus monensis","1990","R"
"Chilabothrus monensis","1988","R"
"Chilabothrus subflavus","1996","VU"
"Chilabothrus subflavus","1994","V"
"Chilabothrus subflavus","1990","V"
"Chilabothrus subflavus","1988","V"
"Chilabothrus subflavus","1986","V"
"Chilabothrus granti","1996","EN"
"Epigomphus camelus","2009","EN"
"Epigomphus camelus","2006","EN"
"Epigomphus camelus","1996","EN"
"Epigomphus camelus","1994","I"
"Epigomphus camelus","1990","I"
"Epigomphus clavatus","2009","EN"
"Epigomphus clavatus","2006","EN"
"Epigomphus clavatus","1996","EN"
"Epigomphus clavatus","1994","I"
"Epigomphus clavatus","1990","I"
"Epigomphus crepidus","2006","DD"
"Epigomphus crepidus","1996","EN"
"Epigomphus crepidus","1994","I"
"Epigomphus crepidus","1990","I"
"Epigomphus paulsoni","2006","EN"
"Epigomphus paulsoni","1996","EN"
"Epigomphus paulsoni","1994","I"
"Epigomphus paulsoni","1990","I"
"Epigomphus subsimilis","2009","EN"
"Epigomphus subsimilis","2006","EN"
"Epigomphus subsimilis","1996","EN"
"Epigomphus subsimilis","1994","I"
"Epigomphus subsimilis","1990","I"
"Epimyrma ravouxi","1996","VU"
"Epimyrma ravouxi","1990","R"
"Epimyrma ravouxi","1988","R"
"Epimyrma ravouxi","1986","R"
"Epimyrma ravouxi","1983","R"
"Epimyrma africana","1996","VU"
"Epimyrma algeriana","1996","VU"
"Epimyrma bernardi","1996","VU"
"Epimyrma corsica","1996","VU"
"Epimyrma goridaghini","1996","VU"
"Epimyrma kraussei","1996","VU"
"Epimyrma stumperi","1996","VU"
"Epimyrma tamarae","1996","VU"
"Epimyrma zaleskyi","1996","VU"
"Epinephelus drummondhayi","2018","DD"
"Epinephelus drummondhayi","2006","CR"
"Epinephelus drummondhayi","1996","CR"
"Hyporthodus exsul","2018","LC"
"Hyporthodus exsul","2017","DD"
"Hyporthodus exsul","2008","DD"
"Hyporthodus exsul","1996","DD"
"Epinephelus lanceolatus","2018","DD"
"Epinephelus lanceolatus","2006","VU"
"Epinephelus lanceolatus","1996","VU"
"Epinephelus marginatus","2018","VU"
"Epinephelus marginatus","2004","EN"
"Epinephelus marginatus","1996","LR/nt"
"Hyporthodus nigritus","2018","NT"
"Hyporthodus nigritus","2006","CR"
"Hyporthodus nigritus","1996","CR"
"Hyporthodus niveatus","2018","VU"
"Hyporthodus niveatus","2008","VU"
"Hyporthodus niveatus","2007","VU"
"Hyporthodus niveatus","1996","VU"
"Epinephelus striatus","2018","CR"
"Epinephelus striatus","2003","EN"
"Epinephelus striatus","1996","EN"
"Epioblasma arcaeformis","2000","EX"
"Epioblasma arcaeformis","1996","CR"
"Epioblasma arcaeformis","1996","EX"
"Epioblasma arcaeformis","1994","Ex?"
"Epioblasma arcaeformis","1990","Ex?"
"Epioblasma arcaeformis","1988","Ex?"
"Epioblasma arcaeformis","1986","Ex?"
"Epioblasma arcaeformis","1983","Ex"
"Epioblasma biemarginata","2000","EX"
"Epioblasma biemarginata","1996","CR"
"Epioblasma biemarginata","1996","EX"
"Epioblasma biemarginata","1994","Ex"
"Epioblasma biemarginata","1990","Ex"
"Epioblasma biemarginata","1988","Ex"
"Epioblasma biemarginata","1986","Ex"
"Epioblasma biemarginata","1983","E"
"Epioblasma brevidens","2000","CR"
"Epioblasma brevidens","1996","CR"
"Epioblasma brevidens","1994","I"
"Epioblasma brevidens","1990","E"
"Epioblasma brevidens","1988","E"
"Epioblasma brevidens","1986","I"
"Epioblasma brevidens","1983","V"
"Epioblasma capsaeformis","2012","EN"
"Epioblasma capsaeformis","2000","CR"
"Epioblasma capsaeformis","1996","CR"
"Epioblasma capsaeformis","1994","I"
"Epioblasma capsaeformis","1990","E"
"Epioblasma capsaeformis","1988","E"
"Epioblasma capsaeformis","1986","I"
"Epioblasma capsaeformis","1983","V"
"Epioblasma flexuosa","2000","EX"
"Epioblasma flexuosa","1996","CR"
"Epioblasma flexuosa","1996","EX"
"Epioblasma flexuosa","1994","Ex"
"Epioblasma flexuosa","1990","Ex"
"Epioblasma flexuosa","1988","Ex"
"Epioblasma flexuosa","1986","Ex"
"Epioblasma flexuosa","1983","Ex"
"Epioblasma haysiana","2000","EX"
"Epioblasma haysiana","1996","CR"
"Epioblasma haysiana","1996","EX"
"Epioblasma haysiana","1994","Ex"
"Epioblasma haysiana","1990","E"
"Epioblasma haysiana","1988","E"
"Epioblasma haysiana","1986","E"
"Epioblasma haysiana","1983","E"
"Epioblasma lenior","2000","EX"
"Epioblasma lenior","1996","CR"
"Epioblasma lenior","1996","EX"
"Epioblasma lenior","1994","Ex"
"Epioblasma lenior","1990","Ex"
"Epioblasma lenior","1988","Ex"
"Epioblasma lenior","1986","Ex"
"Epioblasma lenior","1983","Ex"
"Epioblasma metastriata","1996","CR"
"Epioblasma metastriata","1994","E"
"Epioblasma metastriata","1990","E"
"Epioblasma metastriata","1988","E"
"Epioblasma metastriata","1986","E"
"Epioblasma metastriata","1983","E"
"Epioblasma othcaloogensis","2012","CR"
"Epioblasma othcaloogensis","1996","CR"
"Epioblasma othcaloogensis","1994","E"
"Epioblasma othcaloogensis","1990","E"
"Epioblasma othcaloogensis","1988","E"
"Epioblasma othcaloogensis","1986","E"
"Epioblasma othcaloogensis","1983","E"
"Epioblasma penita","2000","CR"
"Epioblasma penita","1996","CR"
"Epioblasma penita","1994","E"
"Epioblasma penita","1990","E"
"Epioblasma penita","1988","E"
"Epioblasma penita","1986","E"
"Epioblasma penita","1983","E"
"Epioblasma personata","2011","EX"
"Epioblasma personata","2000","EX"
"Epioblasma personata","1996","CR"
"Epioblasma personata","1994","Ex"
"Epioblasma personata","1990","Ex"
"Epioblasma personata","1988","Ex"
"Epioblasma personata","1986","Ex"
"Epioblasma personata","1983","Ex"
"Epioblasma propinqua","2011","EX"
"Epioblasma propinqua","2000","EX"
"Epioblasma propinqua","1996","CR"
"Epioblasma propinqua","1994","Ex"
"Epioblasma propinqua","1990","Ex"
"Epioblasma propinqua","1988","Ex"
"Epioblasma propinqua","1986","Ex"
"Epioblasma propinqua","1983","Ex"
"Epioblasma sampsonii","2000","EX"
"Epioblasma sampsonii","1996","CR"
"Epioblasma sampsonii","1996","EX"
"Epioblasma sampsonii","1994","Ex"
"Epioblasma sampsonii","1990","E"
"Epioblasma sampsonii","1988","E"
"Epioblasma sampsonii","1986","E"
"Epioblasma sampsonii","1983","E"
"Epioblasma triquetra","2017","EN"
"Epioblasma triquetra","1994","I"
"Epioblasma triquetra","1990","V"
"Epioblasma triquetra","1988","V"
"Epioblasma triquetra","1986","V"
"Epioblasma triquetra","1983","V"
"Epioblasma turgidula","2000","EX"
"Epioblasma turgidula","1996","CR"
"Epioblasma turgidula","1994","E"
"Epioblasma turgidula","1990","E"
"Epioblasma turgidula","1988","E"
"Epioblasma turgidula","1986","E"
"Epioblasma turgidula","1983","E"
"Epioblasma lewisii","2000","EX"
"Epioblasma lewisii","1996","CR"
"Epioblasma lewisii","1996","EX"
"Epioblasma lewisii","1994","Ex?"
"Epioblasma lewisii","1990","Ex?"
"Epioblasma lewisii","1988","Ex?"
"Epioblasma lewisii","1986","Ex?"
"Epioblasma lewisii","1983","E"
"Epioblasma stewardsonii","2000","EX"
"Epioblasma stewardsonii","1996","CR"
"Epioblasma stewardsonii","1996","EX"
"Epioblasma stewardsonii","1994","Ex"
"Epioblasma stewardsonii","1990","Ex"
"Epioblasma stewardsonii","1988","Ex"
"Epioblasma stewardsonii","1986","Ex"
"Epioblasma stewardsonii","1983","Ex"
"Epiophlebia laidlawi","2006","NT"
"Epiophlebia laidlawi","1996","VU"
"Epiophlebia laidlawi","1994","V"
"Epiophlebia laidlawi","1990","V"
"Epiophlebia laidlawi","1988","V"
"Epiophlebia laidlawi","1986","V"
"Epiophlebia laidlawi","1983","V"
"Epischura baikalensis","1996","VU"
"Epischura massachusettsensis","1996","DD"
"Epixerus ebii","2016","LC"
"Epixerus ebii","2008","LC"
"Epixerus ebii","2004","DD"
"Epixerus ebii","1996","LR/nt"
"Epixerus ebii","1994","K"
"Epomophorus angolensis","2016","NT"
"Epomophorus angolensis","2008","NT"
"Epomophorus angolensis","2004","NT"
"Epomophorus angolensis","1996","LR/nt"
"Epomophorus angolensis","1994","R"
"Epomophorus grandis","2016","DD"
"Epomophorus grandis","2008","DD"
"Epomophorus grandis","2004","DD"
"Epomophorus grandis","2000","DD"
"Epomophorus grandis","1996","EN"
"Epomophorus grandis","1994","R"
"Epomophorus gambianus","2016","LC"
"Epomophorus gambianus","2008","LC"
"Epomophorus gambianus","2004","LC"
"Epomophorus gambianus","1996","LR/lc"
"Epomophorus minimus","2016","LC"
"Epomophorus minimus","2008","LC"
"Epomophorus minimus","2004","LC"
"Epomophorus minimus","1996","LR/lc"
"Epomophorus wahlbergi","2016","LC"
"Epomophorus wahlbergi","2008","LC"
"Epomophorus wahlbergi","2004","LC"
"Epomophorus wahlbergi","1996","LR/lc"
"Epomops buettikoferi","2016","LC"
"Epomops buettikoferi","2008","LC"
"Epomops buettikoferi","2004","LC"
"Epomops buettikoferi","1996","VU"
"Epomops buettikoferi","1994","V"
"Epomops dobsonii","2016","LC"
"Epomops dobsonii","2008","LC"
"Epomops dobsonii","2004","LC"
"Epomops dobsonii","1996","LR/lc"
"Epomops franqueti","2016","LC"
"Epomops franqueti","2008","LC"
"Epomops franqueti","2004","LC"
"Epomops franqueti","1996","LR/lc"
"Eptesicus nilssonii","2016","LC"
"Eptesicus nilssonii","2008","LC"
"Eptesicus nilssonii","1996","LR/lc"
"Eptesicus serotinus","2008","LC"
"Eptesicus serotinus","1996","LR/lc"
"Eptesicus andinus","2016","LC"
"Eptesicus andinus","2008","LC"
"Eptesicus andinus","1996","LR/lc"
"Vespadelus baverstocki","2008","LC"
"Vespadelus baverstocki","1996","LR/lc"
"Eptesicus bobrinskoi","2019","DD"
"Eptesicus bobrinskoi","2008","LC"
"Eptesicus bobrinskoi","2000","LR/lc"
"Eptesicus bobrinskoi","1996","LR/nt"
"Eptesicus bottae","2008","LC"
"Eptesicus bottae","2004","LC"
"Eptesicus bottae","1996","LR/lc"
"Eptesicus brasiliensis","2016","LC"
"Eptesicus brasiliensis","2008","LC"
"Eptesicus brasiliensis","1996","LR/lc"
"Vespadelus caurinus","2008","LC"
"Vespadelus caurinus","1996","LR/nt"
"Vespadelus darlingtoni","2008","LC"
"Vespadelus darlingtoni","1996","LR/lc"
"Eptesicus dimissus","2016","DD"
"Eptesicus dimissus","2008","DD"
"Eptesicus dimissus","1996","VU"
"Eptesicus diminutus","2016","LC"
"Eptesicus diminutus","2008","DD"
"Eptesicus diminutus","1996","LR/lc"
"Vespadelus douglasorum","2017","LC"
"Vespadelus douglasorum","2008","LC"
"Vespadelus douglasorum","1996","LR/nt"
"Vespadelus finlaysoni","2008","LC"
"Vespadelus finlaysoni","1996","LR/lc"
"Eptesicus floweri","2017","LC"
"Eptesicus floweri","2008","LC"
"Eptesicus floweri","2004","VU"
"Eptesicus floweri","1996","LR/nt"
"Eptesicus furinalis","2016","LC"
"Eptesicus furinalis","2008","LC"
"Eptesicus furinalis","1996","LR/lc"
"Eptesicus fuscus","2016","LC"
"Eptesicus fuscus","2008","LC"
"Eptesicus fuscus","1996","LR/lc"
"Eptesicus guadeloupensis","2016","EN"
"Eptesicus guadeloupensis","2008","VU"
"Eptesicus guadeloupensis","1996","EN"
"Eptesicus hottentotus","2017","LC"
"Eptesicus hottentotus","2008","LC"
"Eptesicus hottentotus","2004","LC"
"Eptesicus hottentotus","1996","LR/lc"
"Eptesicus innoxius","2016","NT"
"Eptesicus innoxius","2008","NT"
"Eptesicus innoxius","1996","VU"
"Eptesicus kobayashii","2019","DD"
"Eptesicus kobayashii","2008","DD"
"Eptesicus kobayashii","1996","DD"
"Rhyneptesicus nasutus","2019","LC"
"Rhyneptesicus nasutus","2008","LC"
"Rhyneptesicus nasutus","1996","VU"
"Eptesicus pachyotis","2019","LC"
"Eptesicus pachyotis","2008","LC"
"Eptesicus pachyotis","1996","LR/nt"
"Eptesicus platyops","2019","DD"
"Eptesicus platyops","2008","DD"
"Eptesicus platyops","2004","DD"
"Eptesicus platyops","1996","VU"
"Vespadelus pumilus","2008","LC"
"Vespadelus pumilus","1996","LR/lc"
"Vespadelus regulus","2008","LC"
"Vespadelus regulus","1996","LR/lc"
"Eptesicus tatei","2016","DD"
"Eptesicus tatei","2008","DD"
"Eptesicus tatei","2004","DD"
"Eptesicus tatei","2000","DD"
"Eptesicus tatei","1996","DD"
"Vespadelus troughtoni","2008","LC"
"Vespadelus troughtoni","1996","LR/lc"
"Vespadelus vulturnus","2008","LC"
"Vespadelus vulturnus","1996","LR/lc"
"Equus africanus","2015","CR"
"Equus africanus","2008","CR"
"Equus africanus","1996","CR"
"Equus africanus","1994","E"
"Equus africanus","1990","E"
"Equus africanus","1988","E"
"Equus africanus","1986","E"
"Equus grevyi","2016","EN"
"Equus grevyi","2013","EN"
"Equus grevyi","2008","EN"
"Equus grevyi","1996","EN"
"Equus grevyi","1994","E"
"Equus grevyi","1990","E"
"Equus grevyi","1988","E"
"Equus grevyi","1986","E"
"Equus hemionus","2015","NT"
"Equus hemionus","2008","EN"
"Equus hemionus","2002","VU"
"Equus hemionus","1996","VU"
"Equus hemionus","1994","V"
"Equus hemionus","1990","V"
"Equus hemionus","1988","V"
"Equus hemionus","1986","V"
"Equus kiang","2015","LC"
"Equus kiang","2008","LC"
"Equus kiang","1996","LR/lc"
"Equus zebra","2019","VU"
"Equus zebra","2008","VU"
"Equus zebra","1996","EN"
"Equus zebra","1994","V"
"Erebia gorgone","2010","LC"
"Erebia gorgone","1994","I"
"Erebia gorgone","1990","I"
"Erebia gorgone","1988","I"
"Erebia gorgone","1986","I"
"Erebia scipio","2010","LC"
"Erebia scipio","1994","R"
"Erebia scipio","1990","R"
"Erebia scipio","1988","R"
"Erebia scipio","1986","R"
"Erebia sthennyo","2010","LC"
"Erebia sthennyo","1994","R"
"Erebia sthennyo","1990","R"
"Erebia sthennyo","1988","R"
"Erebia sthennyo","1986","R"
"Erebonectes nesioticus","1996","CR"
"Eremarionta immaculata","1996","VU"
"Eremarionta immaculata","1994","K"
"Eremarionta millepalmarum","1996","VU"
"Eremarionta millepalmarum","1994","K"
"Eremarionta morongoana","1996","LR/nt"
"Eremarionta morongoana","1994","K"
"Eremichthys acros","2013","VU"
"Eremichthys acros","1996","VU"
"Eremichthys acros","1994","V"
"Eremichthys acros","1990","V"
"Eremichthys acros","1988","V"
"Eremichthys acros","1986","V"
"Eremitalpa granti","2015","LC"
"Eremitalpa granti","2008","LC"
"Eremitalpa granti","2006","NT"
"Eremitalpa granti","1996","VU"
"Eremitalpa granti","1994","R"
"Eremitalpa granti","1990","R"
"Eremitalpa granti","1965",NA
"Eremodipus lichtensteini","2016","LC"
"Eremodipus lichtensteini","2008","LC"
"Eremodipus lichtensteini","1996","LR/lc"
"Eremophilus mutisii","2016","LC"
"Eremophilus mutisii","1996","DD"
"Eremophilus mutisii","1994","I"
"Erepta nevilli","1996","EX"
"Erepta nevilli","1994","Ex"
"Erepta stylodon","1996","CR"
"Erepta stylodon","1994","Ex?"
"Erepta odontina","1996","EN"
"Erethizon dorsatum","2016","LC"
"Erethizon dorsatum","2008","LC"
"Erethizon dorsatum","1996","LR/lc"
"Eretmochelys imbricata","2008","CR"
"Eretmochelys imbricata","1996","CR"
"Eretmochelys imbricata","1994","E"
"Eretmochelys imbricata","1990","E"
"Eretmochelys imbricata","1988","E"
"Eretmochelys imbricata","1986","E"
"Eretmochelys imbricata","1982","E"
"Erignathus barbatus","2016","LC"
"Erignathus barbatus","2008","LC"
"Erignathus barbatus","1996","LR/lc"
"Erikssonia acraeina","1996","VU"
"Erikssonia acraeina","1994","V"
"Erikssonia acraeina","1990","R"
"Erikssonia acraeina","1988","R"
"Erikssonia acraeina","1986","R"
"Erimystax cahni","2013","EN"
"Erimystax cahni","1996","VU"
"Erimystax cahni","1994","V"
"Erimystax cahni","1990","V"
"Erimystax cahni","1988","V"
"Erimystax cahni","1986","V"
"Eriogaster catax","1996","DD"
"Eriogaster catax","1994","E"
"Eriogaster catax","1990","E"
"Eriogaster catax","1988","E"
"Eriogaster catax","1986","E"
"Eropeplus canus","2016","VU"
"Eropeplus canus","2008","VU"
"Eropeplus canus","1996","EN"
"Erophylla sezekorni","2019","LC"
"Erophylla sezekorni","2008","LC"
"Erophylla sezekorni","1996","LR/lc"
"Erpetogomphus lampropeltis","2017","LC"
"Erpetogomphus lampropeltis","1996","LR/lc"
"Erpetogomphus lampropeltis","1994","K"
"Erpetogomphus lampropeltis","1990","K"
"Erpetogomphus lampropeltis","1988","K"
"Erpetogomphus lampropeltis","1986","K"
"Erymnochelys madagascariensis","2008","CR"
"Erymnochelys madagascariensis","1996","EN"
"Erymnochelys madagascariensis","1994","I"
"Erymnochelys madagascariensis","1990","I"
"Erymnochelys madagascariensis","1988","I"
"Erymnochelys madagascariensis","1986","I"
"Erymnochelys madagascariensis","1982","I"
"Erythrocebus patas","2008","LC"
"Erythrocebus patas","2000","LR/lc"
"Erythrocebus patas","1996","LR/lc"
"Erythrocebus patas","1988","nt"
"Eschrichtius robustus","2018","LC"
"Eschrichtius robustus","2008","LC"
"Eschrichtius robustus","1996","LR/cd"
"Eschrichtius robustus","2018","LC"
"Eschrichtius robustus","2008","LC"
"Eschrichtius robustus","1996","LR/cd"
"Etheostoma acuticeps","2014","VU"
"Etheostoma acuticeps","1996","LR/nt"
"Etheostoma acuticeps","1994","R"
"Etheostoma acuticeps","1990","R"
"Etheostoma acuticeps","1988","V"
"Etheostoma acuticeps","1986","V"
"Etheostoma aquali","2014","NT"
"Etheostoma aquali","1996","VU"
"Etheostoma aquali","1994","V"
"Etheostoma aquali","1990","V"
"Etheostoma aquali","1988","R"
"Etheostoma aquali","1986","R"
"Etheostoma australe","2019","EN"
"Etheostoma australe","1996","VU"
"Etheostoma australe","1994","E"
"Etheostoma australe","1990","E"
"Etheostoma australe","1988","V"
"Etheostoma australe","1986","V"
"Etheostoma boschungi","2013","EN"
"Etheostoma boschungi","1996","EN"
"Etheostoma boschungi","1994","V"
"Etheostoma boschungi","1990","V"
"Etheostoma boschungi","1988","V"
"Etheostoma boschungi","1986","V"
"Etheostoma cinereum","2013","VU"
"Etheostoma cinereum","1996","VU"
"Etheostoma cinereum","1994","R"
"Etheostoma cinereum","1990","R"
"Etheostoma cinereum","1988","R"
"Etheostoma cinereum","1986","R"
"Etheostoma cragini","2014","NT"
"Etheostoma cragini","1996","LR/nt"
"Etheostoma cragini","1994","R"
"Etheostoma cragini","1990","R"
"Etheostoma ditrema","2013","EN"
"Etheostoma ditrema","2010","VU"
"Etheostoma ditrema","1996","VU"
"Etheostoma ditrema","1994","V"
"Etheostoma ditrema","1990","V"
"Etheostoma ditrema","1988","V"
"Etheostoma ditrema","1986","V"
"Etheostoma fonticola","2013","EN"
"Etheostoma fonticola","1996","VU"
"Etheostoma fonticola","1994","E"
"Etheostoma fonticola","1990","E"
"Etheostoma fonticola","1988","E"
"Etheostoma fonticola","1986","E"
"Etheostoma grahami","2019","VU"
"Etheostoma grahami","2013","VU"
"Etheostoma grahami","1996","VU"
"Etheostoma grahami","1994","R"
"Etheostoma grahami","1990","R"
"Etheostoma kanawhae","2013","LC"
"Etheostoma kanawhae","1996","LR/nt"
"Etheostoma kanawhae","1994","R"
"Etheostoma kanawhae","1990","R"
"Etheostoma kanawhae","1988","R"
"Etheostoma kanawhae","1986","R"
"Etheostoma luteovinctum","2013","LC"
"Etheostoma luteovinctum","1996","LR/nt"
"Etheostoma luteovinctum","1994","R"
"Etheostoma luteovinctum","1990","R"
"Etheostoma luteovinctum","1988","R"
"Etheostoma luteovinctum","1986","R"
"Etheostoma maculatum","2013","VU"
