"name","year","category"
"Etheostoma maculatum","1996","LR/nt"
"Etheostoma maculatum","1994","R"
"Etheostoma maculatum","1990","R"
"Etheostoma mariae","2013","LC"
"Etheostoma mariae","1996","DD"
"Etheostoma mariae","1994","R"
"Etheostoma mariae","1990","R"
"Etheostoma mariae","1988","R"
"Etheostoma mariae","1986","R"
"Etheostoma moorei","2013","EN"
"Etheostoma moorei","1996","VU"
"Etheostoma moorei","1994","V"
"Etheostoma moorei","1990","V"
"Etheostoma moorei","1988","R"
"Etheostoma moorei","1986","R"
"Etheostoma nianguae","2013","VU"
"Etheostoma nianguae","1996","VU"
"Etheostoma nianguae","1994","V"
"Etheostoma nianguae","1990","V"
"Etheostoma nianguae","1988","R"
"Etheostoma nianguae","1986","R"
"Etheostoma nuchale","2013","EN"
"Etheostoma nuchale","1996","EN"
"Etheostoma nuchale","1994","E"
"Etheostoma nuchale","1990","E"
"Etheostoma nuchale","1988","E"
"Etheostoma nuchale","1986","E"
"Etheostoma okaloosae","2014","LC"
"Etheostoma okaloosae","1996","EN"
"Etheostoma okaloosae","1994","V"
"Etheostoma okaloosae","1990","V"
"Etheostoma okaloosae","1988","V"
"Etheostoma okaloosae","1986","V"
"Etheostoma osburni","2014","NT"
"Etheostoma osburni","1996","LR/nt"
"Etheostoma osburni","1994","R"
"Etheostoma osburni","1990","R"
"Etheostoma pallididorsum","2013","VU"
"Etheostoma pallididorsum","1996","VU"
"Etheostoma pallididorsum","1994","V"
"Etheostoma pallididorsum","1990","V"
"Etheostoma pallididorsum","1988","R"
"Etheostoma pallididorsum","1986","R"
"Etheostoma pottsii","2019","LC"
"Etheostoma pottsii","1996","VU"
"Etheostoma pottsii","1994","V"
"Etheostoma pottsii","1990","V"
"Etheostoma pottsii","1988","V"
"Etheostoma pottsii","1986","V"
"Etheostoma rubrum","2013","EN"
"Etheostoma rubrum","1996","LR/nt"
"Etheostoma rubrum","1994","V"
"Etheostoma rubrum","1990","V"
"Etheostoma rubrum","1988","V"
"Etheostoma rubrum","1986","V"
"Etheostoma sellare","2013","EX"
"Etheostoma sellare","1996","EX"
"Etheostoma sellare","1994","Ex?"
"Etheostoma sellare","1990","E"
"Etheostoma sellare","1988","E"
"Etheostoma sellare","1986","E"
"Etheostoma striatulum","2013","VU"
"Etheostoma striatulum","2010","VU"
"Etheostoma striatulum","1996","VU"
"Etheostoma striatulum","1994","R"
"Etheostoma striatulum","1990","R"
"Etheostoma striatulum","1988","V"
"Etheostoma striatulum","1986","V"
"Etheostoma trisella","2013","VU"
"Etheostoma trisella","1996","VU"
"Etheostoma trisella","1994","V"
"Etheostoma trisella","1990","V"
"Etheostoma trisella","1988","V"
"Etheostoma trisella","1986","V"
"Etheostoma tuscumbia","2013","VU"
"Etheostoma tuscumbia","2010","VU"
"Etheostoma tuscumbia","1996","VU"
"Etheostoma tuscumbia","1994","V"
"Etheostoma tuscumbia","1990","V"
"Etheostoma tuscumbia","1988","V"
"Etheostoma tuscumbia","1986","V"
"Etheostoma wapiti","2013","VU"
"Etheostoma wapiti","1996","VU"
"Etheostoma wapiti","1994","V"
"Etheostoma wapiti","1990","V"
"Ammocrypta pellucida","2013","LC"
"Ammocrypta pellucida","1996","VU"
"Ammocrypta pellucida","1994","V"
"Ammocrypta pellucida","1990","V"
"Ammocrypta pellucida","1988","V"
"Ammocrypta pellucida","1986","V"
"Eua zebrina","1996","EN"
"Eua zebrina","1994","E"
"Euastacus armatus","2010","DD"
"Euastacus armatus","1996","VU"
"Euastacus armatus","1994","I"
"Euastacus bindal","2010","CR"
"Euastacus bindal","1996","EN"
"Euastacus bindal","1994","R"
"Euastacus bispinosus","2010","VU"
"Euastacus bispinosus","1996","VU"
"Euastacus bispinosus","1994","I"
"Euastacus eungella","2010","CR"
"Euastacus eungella","1996","VU"
"Euastacus eungella","1994","R"
"Euastacus fleckeri","2010","EN"
"Euastacus fleckeri","1996","VU"
"Euastacus fleckeri","1994","R"
"Euastacus hystricosus","2010","EN"
"Euastacus hystricosus","1996","VU"
"Euastacus hystricosus","1994","R"
"Euastacus jagara","2010","CR"
"Euastacus jagara","1996","EN"
"Euastacus jagara","1994","R"
"Euastacus maidae","2010","CR"
"Euastacus maidae","1996","EN"
"Euastacus maidae","1994","R"
"Euastacus monteithorum","2010","CR"
"Euastacus monteithorum","1996","EN"
"Euastacus monteithorum","1994","R"
"Euastacus robertsi","2010","CR"
"Euastacus robertsi","1996","EN"
"Euastacus robertsi","1994","R"
"Euastacus setosus","2010","CR"
"Euastacus setosus","1996","VU"
"Euastacus setosus","1994","R"
"Euastacus urospinosus","2010","EN"
"Euastacus urospinosus","1996","EN"
"Euastacus urospinosus","1994","R"
"Euastacus crassus","2010","EN"
"Euastacus crassus","1996","EN"
"Euastacus diversus","2010","EN"
"Euastacus diversus","1996","EN"
"Euastacus neodiversus","2010","EN"
"Euastacus neodiversus","1996","VU"
"Euastacus yigara","2010","CR"
"Euastacus yigara","1996","EN"
"Brachypelma smithi","2019","NT"
"Brachypelma smithi","2018","NT"
"Brachypelma smithi","1996","LR/nt"
"Brachypelma smithi","1994","K"
"Brachypelma smithi","1990","K"
"Brachypelma smithi","1988","K"
"Brachypelma smithi","1986","K"
"Brachypelma smithi","1983","K"
"Eubalaena australis","2018","LC"
"Eubalaena australis","2013","LC"
"Eubalaena australis","2008","LC"
"Eubalaena australis","1996","LR/cd"
"Eubalaena australis","1994","V"
"Eubalaena australis","1990","V"
"Eubalaena australis","1988","V"
"Eubalaena australis","1965",NA
"Euchondrus ramonensis","1996","CR"
"Euchoreutes naso","2016","LC"
"Euchoreutes naso","2008","LC"
"Euchoreutes naso","1996","EN"
"Eucrenonaspides oinotheke","1996","VU"
"Eucrenonaspides oinotheke","1994","K"
"Eucrenonaspides oinotheke","1990","V"
"Eucrenonaspides oinotheke","1988","V"
"Eucrenonaspides oinotheke","1986","V"
"Eucyclogobius newberryi","2014","NT"
"Eucyclogobius newberryi","1996","VU"
"Eucyclogobius newberryi","1994","R"
"Eucyclogobius newberryi","1990","R"
"Eucyclogobius newberryi","1988","R"
"Eucyclogobius newberryi","1986","R"
"Euderma maculatum","2017","LC"
"Euderma maculatum","2008","LC"
"Euderma maculatum","1996","LR/lc"
"Eudiaptomus chappuisi","1996","DD"
"Eudiscopus denticulus","2016","LC"
"Eudiscopus denticulus","2008","DD"
"Eudiscopus denticulus","1996","LR/nt"
"Eudontomyzon danfordi","2008","LC"
"Eudontomyzon danfordi","1996","LR/nt"
"Eudontomyzon mariae","2011","LC"
"Eudontomyzon mariae","2008","LC"
"Eudontomyzon mariae","1996","DD"
"Eudontomyzon vladykovi","2008","LC"
"Eudontomyzon vladykovi","1996","LR/nt"
"Euhadra murayamai","1996","DD"
"Euhadra nachicola","1996","DD"
"Euhadra sadoensis","1996","DD"
"Eulamprus leuraensis","2018","EN"
"Eulamprus leuraensis","1996","EN"
"Eulamprus leuraensis","1994","E"
"Eulemur coronatus","2014","EN"
"Eulemur coronatus","2008","VU"
"Eulemur coronatus","2000","VU"
"Eulemur coronatus","1996","VU"
"Eulemur coronatus","1994","E"
"Eulemur coronatus","1990","E"
"Eulemur coronatus","1988","K"
"Eulemur coronatus","1986","K"
"Eulemur coronatus","1965",NA
"Eulemur mongoz","2014","CR"
"Eulemur mongoz","2008","VU"
"Eulemur mongoz","2000","VU"
"Eulemur mongoz","1996","VU"
"Eulemur mongoz","1994","E"
"Eulemur mongoz","1990","E"
"Eulemur mongoz","1988","V"
"Eulemur mongoz","1986","V"
"Eulemur mongoz","1965",NA
"Eulemur rubriventer","2014","VU"
"Eulemur rubriventer","2008","VU"
"Eulemur rubriventer","2000","VU"
"Eulemur rubriventer","1996","VU"
"Eulemur rubriventer","1994","V"
"Eulemur rubriventer","1990","V"
"Eulemur rubriventer","1988","I"
"Eulemur rubriventer","1986","I"
"Eulemur albifrons","2014","EN"
"Eulemur albifrons","2008","VU"
"Eulemur albifrons","2000","LR/nt"
"Eulemur albifrons","1996","LR/lc"
"Eulemur albifrons","1994","R"
"Eulemur albifrons","1990","R"
"Eulemur cinereiceps","2014","CR"
"Eulemur cinereiceps","2008","EN"
"Eulemur cinereiceps","2000","CR"
"Eulemur cinereiceps","1996","EN"
"Eulemur cinereiceps","1994","V"
"Eulemur cinereiceps","1990","V"
"Eulemur collaris","2014","EN"
"Eulemur collaris","2008","VU"
"Eulemur collaris","2000","VU"
"Eulemur collaris","1996","VU"
"Eulemur collaris","1994","V"
"Eulemur collaris","1990","V"
"Eulemur fulvus","2014","NT"
"Eulemur fulvus","2008","NT"
"Eulemur fulvus","2000","LR/nt"
"Eulemur fulvus","1996","LR/lc"
"Eulemur fulvus","1994","R"
"Eulemur fulvus","1994","V"
"Eulemur fulvus","1990","R"
"Eulemur fulvus","1990","V"
"Eulemur rufus","2014","VU"
"Eulemur rufus","2008","DD"
"Eulemur rufus","2000","LR/nt"
"Eulemur rufus","1996","LR/lc"
"Eulemur rufus","1994","R"
"Eulemur rufus","1990","R"
"Eulemur rufus","1965",NA
"Eulemur sanfordi","2014","EN"
"Eulemur sanfordi","2008","EN"
"Eulemur sanfordi","2000","VU"
"Eulemur sanfordi","1996","VU"
"Eulemur sanfordi","1994","V"
"Eulemur sanfordi","1990","V"
"Eulemur sanfordi","1965",NA
"Eulemur flavifrons","2014","CR"
"Eulemur flavifrons","2011","CR"
"Eulemur flavifrons","2008","EN"
"Eulemur flavifrons","2000","CR"
"Eulemur flavifrons","1996","CR"
"Eulemur flavifrons","1994","E"
"Eulemur flavifrons","1990","E"
"Eulemur flavifrons","1988","E"
"Eulemur flavifrons","1986","E"
"Eulemur flavifrons","1965",NA
"Eulemur macaco","2014","VU"
"Eulemur macaco","2011","VU"
"Eulemur macaco","2008","VU"
"Eulemur macaco","2000","VU"
"Eulemur macaco","1996","VU"
"Eulemur macaco","1994","V"
"Eulemur macaco","1990","V"
"Eulemur macaco","1988","V"
"Eulemur macaco","1986","V"
"Eulemur macaco","1965",NA
"Plestiodon kishinouyei","2017","VU"
"Plestiodon kishinouyei","1996","LR/nt"
"Plestiodon kishinouyei","1994","R"
"Plestiodon longirostris","1996","CR"
"Eumetopias jubatus","2016","NT"
"Eumetopias jubatus","2012","NT"
"Eumetopias jubatus","2008","EN"
"Eumetopias jubatus","1996","EN"
"Eumetopias jubatus","1994","V"
"Eumops auripendulus","2015","LC"
"Eumops auripendulus","2008","LC"
"Eumops auripendulus","1996","LR/lc"
"Eumops dabbenei","2015","LC"
"Eumops dabbenei","2008","LC"
"Eumops dabbenei","1996","LR/lc"
"Eumops hansae","2015","LC"
"Eumops hansae","2008","LC"
"Eumops hansae","1996","LR/lc"
"Eumops maurus","2016","DD"
"Eumops maurus","2008","DD"
"Eumops maurus","1996","VU"
"Eumops perotis","2015","LC"
"Eumops perotis","2008","LC"
"Eumops perotis","1996","LR/lc"
"Eumops underwoodi","2016","LC"
"Eumops underwoodi","2008","LC"
"Eumops underwoodi","1996","LR/nt"
"Eumorsea pinaleno","1996","VU"
"Eumorsea pinaleno","1994","I"
"Eumorsea pinaleno","1990","I"
"Eumorsea pinaleno","1988","I"
"Eumorsea pinaleno","1986","I"
"Euneomys chinchilloides","2019","DD"
"Euneomys chinchilloides","2008","DD"
"Euneomys chinchilloides","1996","LR/lc"
"Euneomys mordax","2016","LC"
"Euneomys mordax","2008","LC"
"Euneomys mordax","1996","LR/lc"
"Euneomys petersoni","2016","LC"
"Euneomys petersoni","2008","LC"
"Euneomys petersoni","1996","LR/lc"
"Eunice viridis","1996","DD"
"Eunice viridis","1994","K"
"Eunice viridis","1990","K"
"Eunice viridis","1988","K"
"Eunice viridis","1986","K"
"Eunicella verrucosa","1996","VU"
"Eunicella verrucosa","1994","K"
"Eunicella verrucosa","1990","K"
"Eunicella verrucosa","1988","K"
"Eunicella verrucosa","1986","K"
"Eunicella verrucosa","1983","K"
"Euonyma curtissima","1996","EN"
"Euoticus elegantulus","2019","LC"
"Euoticus elegantulus","2008","LC"
"Euoticus elegantulus","1996","LR/nt"
"Euoticus elegantulus","1988","nt"
"Euoticus pallidus","2008","LC"
"Euoticus pallidus","1996","LR/nt"
"Eupetaurus cinereus","2010","EN"
"Eupetaurus cinereus","2008","DD"
"Eupetaurus cinereus","1996","EN"
"Euphractus sexcinctus","2014","LC"
"Euphractus sexcinctus","2010","LC"
"Euphractus sexcinctus","2008","LC"
"Euphractus sexcinctus","2006","LC"
"Euphractus sexcinctus","1996","LR/lc"
"Euploea albicosta","1996","EN"
"Euploea albicosta","1994","R"
"Euploea albicosta","1990","R"
"Euploea albicosta","1988","R"
"Euploea albicosta","1986","R"
"Euploea blossomae","1996","LR/nt"
"Euploea blossomae","1994","R"
"Euploea blossomae","1990","R"
"Euploea blossomae","1988","R"
"Euploea blossomae","1986","R"
"Euploea caespes","1996","EN"
"Euploea caespes","1994","R"
"Euploea caespes","1990","R"
"Euploea caespes","1988","R"
"Euploea caespes","1986","R"
"Euploea configurata","1996","LR/lc"
"Euploea configurata","1994","R"
"Euploea configurata","1990","R"
"Euploea configurata","1988","R"
"Euploea configurata","1986","R"
"Euploea cordelia","1996","VU"
"Euploea cordelia","1994","R"
"Euploea cordelia","1990","R"
"Euploea cordelia","1988","R"
"Euploea cordelia","1986","R"
"Euploea dentiplaga","1996","LR/lc"
"Euploea dentiplaga","1994","R"
"Euploea dentiplaga","1990","R"
"Euploea dentiplaga","1988","R"
"Euploea dentiplaga","1986","R"
"Euploea doretta","1996","LR/lc"
"Euploea doretta","1994","R"
"Euploea doretta","1990","R"
"Euploea doretta","1988","R"
"Euploea doretta","1986","R"
"Euploea eboraci","1996","LR/lc"
"Euploea eboraci","1994","R"
"Euploea eboraci","1990","R"
"Euploea eboraci","1988","R"
"Euploea eboraci","1986","R"
"Euploea eupator","1996","LR/lc"
"Euploea eupator","1994","R"
"Euploea eupator","1990","R"
"Euploea eupator","1988","R"
"Euploea eupator","1986","R"
"Euploea euphon","1996","VU"
"Euploea euphon","1994","R"
"Euploea euphon","1990","R"
"Euploea euphon","1988","R"
"Euploea euphon","1986","R"
"Euploea gamelia","1996","LR/nt"
"Euploea gamelia","1994","R"
"Euploea gamelia","1990","R"
"Euploea gamelia","1988","R"
"Euploea gamelia","1986","R"
"Euploea lacon","1996","VU"
"Euploea lacon","1994","R"
"Euploea lacon","1990","R"
"Euploea lacon","1988","R"
"Euploea lacon","1986","R"
"Euploea latifasciata","1996","LR/lc"
"Euploea latifasciata","1994","R"
"Euploea latifasciata","1990","R"
"Euploea latifasciata","1988","R"
"Euploea latifasciata","1986","R"
"Euploea magou","1996","VU"
"Euploea magou","1994","R"
"Euploea magou","1990","R"
"Euploea magou","1988","R"
"Euploea magou","1986","R"
"Euploea martinii","1996","LR/nt"
"Euploea martinii","1994","R"
"Euploea martinii","1990","R"
"Euploea martinii","1988","R"
"Euploea martinii","1986","R"
"Euploea mitra","1996","EN"
"Euploea mitra","1994","R"
"Euploea mitra","1990","R"
"Euploea mitra","1988","R"
"Euploea mitra","1986","R"
"Euploea tobleri","1996","LR/nt"
"Euploea tobleri","1994","R"
"Euploea tobleri","1990","R"
"Euploea tobleri","1988","R"
"Euploea tobleri","1986","R"
"Euploea tripunctata","1996","EN"
"Euploea tripunctata","1994","R"
"Euploea tripunctata","1990","R"
"Euploea tripunctata","1988","R"
"Euploea tripunctata","1986","R"
"Euploea andamanensis","1996","VU"
"Euploea scherzeri","1996","VU"
"Euploea swainson","1996","LR/nt"
"Euproctus platycephalus","2009","EN"
"Euproctus platycephalus","2004","EN"
"Euproctus platycephalus","1996","CR"
"Euproctus platycephalus","1994","R"
"Euproserpinus wiesti","1996","CR"
"Euproserpinus wiesti","1994","E"
"Euproserpinus wiesti","1990","E"
"Euproserpinus wiesti","1988","E"
"Euproserpinus wiesti","1986","E"
"Euproserpinus wiesti","1983","E"
"Eupsophus insularis","2019","CR"
"Eupsophus insularis","2010","CR"
"Eupsophus insularis","2004","CR"
"Eupsophus insularis","1996","DD"
"Eupsophus insularis","1994","R"
"Euroscaptor mizura","2016","LC"
"Euroscaptor mizura","2008","LC"
"Euroscaptor mizura","1996","VU"
"Euroscaptor parvidens","2016","DD"
"Euroscaptor parvidens","2008","DD"
"Euroscaptor parvidens","1996","CR"
"Eurycea nana","2004","VU"
"Eurycea nana","1996","VU"
"Eurycea nana","1994","R"
"Eurycea nana","1990","R"
"Eurycea nana","1988","R"
"Eurycea nana","1986","R"
"Eurycea sosorum","2004","VU"
"Eurycea tridentifera","2004","VU"
"Eurycea tridentifera","1996","VU"
"Eurypegasus draconis","2017","LC"
"Eurypegasus draconis","2010","DD"
"Eurypegasus draconis","1996","DD"
"Eurypegasus papilio","2016","LC"
"Eurypegasus papilio","2010","DD"
"Eurypegasus papilio","1996","DD"
"Eurypegasus draconis","2017","LC"
"Eurypegasus draconis","2010","DD"
"Eurypegasus draconis","1996","DD"
"Euryphura achlys","2011","LC"
"Euryphura achlys","1994","I"
"Euryphura achlys","1990","I"
"Euryphura achlys","1988","I"
"Euryphura achlys","1986","I"
"Eurytides iphitas","2019","EN"
"Eurytides iphitas","2018","EN"
"Eurytides iphitas","1996","VU"
"Eurytides iphitas","1994","V"
"Eurytides iphitas","1990","V"
"Eurytides iphitas","1988","V"
"Eurytides iphitas","1986","V"
"Eurytides iphitas","1985","V"
"Protographium marcellinus","1996","VU"
"Protographium marcellinus","1994","V"
"Protographium marcellinus","1990","V"
"Protographium marcellinus","1988","V"
"Protographium marcellinus","1986","V"
"Protographium marcellinus","1985","V"
"Euryzygomatomys spinosus","2016","LC"
"Euryzygomatomys spinosus","2008","LC"
"Euryzygomatomys spinosus","1996","LR/lc"
"Eusthenia nothofagi","2014","VU"
"Eusthenia nothofagi","1996","DD"
"Eusthenia nothofagi","1994","E"
"Eusthenia nothofagi","1990","E"
"Eusthenia nothofagi","1988","E"
"Eusthenia nothofagi","1986","E"
"Eusthenia nothofagi","1983","E"
"Evarra bustamantei","2019","EX"
"Evarra bustamantei","1996","EX"
"Evarra bustamantei","1994","Ex"
"Evarra bustamantei","1990","Ex"
"Evarra bustamantei","1988","Ex"
"Evarra bustamantei","1986","Ex"
"Evarra eigenmanni","2019","EX"
"Evarra eigenmanni","1996","EX"
"Evarra eigenmanni","1994","Ex"
"Evarra eigenmanni","1990","Ex"
"Evarra eigenmanni","1988","Ex"
"Evarra eigenmanni","1986","Ex"
"Evarra tlahuacensis","2019","EX"
"Evarra tlahuacensis","1996","EX"
"Evarra tlahuacensis","1994","Ex"
"Evarra tlahuacensis","1990","Ex"
"Evarra tlahuacensis","1988","Ex"
"Evarra tlahuacensis","1986","Ex"
"Exilisciurus concinnus","2016","LC"
"Exilisciurus concinnus","2008","LC"
"Exilisciurus concinnus","1996","LR/lc"
"Exilisciurus exilis","2016","DD"
"Exilisciurus exilis","2008","DD"
"Exilisciurus exilis","1996","LR/lc"
"Exilisciurus whiteheadi","2016","LC"
"Exilisciurus whiteheadi","2008","LC"
"Exilisciurus whiteheadi","1996","LR/lc"
"Eximiorhagada asperrima","1996","DD"
"Eximiorhagada asperrima","1994","K"
"Fagotia esperi","2011","LC"
"Fagotia esperi","1996","DD"
"Fagotia esperi","1994","V"
"Fallicambarus burrisi","2010","DD"
"Fallicambarus burrisi","1996","VU"
"Fallicambarus danielae","2010","NT"
"Fallicambarus danielae","1996","VU"
"Fallicambarus gilpini","2010","NT"
"Fallicambarus gilpini","1996","VU"
"Fallicambarus gordoni","2010","NT"
"Fallicambarus gordoni","1996","VU"
"Fallicambarus harpi","2010","NT"
"Fallicambarus harpi","1996","EN"
"Fallicambarus hortoni","2010","CR"
"Fallicambarus hortoni","1996","EN"
"Fallicambarus petilicarpus","2010","EN"
"Fallicambarus petilicarpus","1996","CR"
"Fallicambarus strawni","2010","LC"
"Fallicambarus strawni","1996","VU"
"Falniowskia neglectissima","2011","DD"
"Falniowskia neglectissima","1996","LR/nt"
"Felis bieti","2015","VU"
"Felis bieti","2010","VU"
"Felis bieti","2008","VU"
"Felis bieti","2002","VU"
"Felis bieti","1996","DD"
"Felis bieti","1994","K"
"Felis chaus","2016","LC"
"Felis chaus","2008","LC"
"Felis chaus","2002","LC"
"Felis chaus","1996","LR/lc"
"Felis margarita","2016","LC"
"Felis margarita","2011","NT"
"Felis margarita","2008","NT"
"Felis margarita","2002","NT"
"Felis margarita","1996","LR/lc"
"Felis margarita","1994","K"
"Felis nigripes","2016","VU"
"Felis nigripes","2008","VU"
"Felis nigripes","2002","VU"
"Felis nigripes","1996","LR/lc"
"Felovia vae","2017","LC"
"Felovia vae","2008","DD"
"Felovia vae","2004","DD"
"Felovia vae","1996","VU"
"Felovia vae","1994","K"
"Fenouilia kreitneri","2011","EN"
"Fenouilia kreitneri","1996","CR"
"Feresa attenuata","2018","LC"
"Feresa attenuata","2008","DD"
"Feresa attenuata","1996","DD"
"Feresa attenuata","1994","K"
"Feroculus feroculus","2008","EN"
"Feroculus feroculus","1996","EN"
"Ferrissia mcneili","2011","LC"
"Ferrissia mcneili","1996","VU"
"Ferrissia mcneili","1994","I"
"Fibulacamptus bisetosus","1996","VU"
"Fibulacamptus bisetosus","1994","K"
"Fibulacamptus gracilior","1996","VU"
"Fibulacamptus gracilior","1994","K"
"Fissilicreagris imperialis","1996","VU"
"Fissilicreagris imperialis","1994","I"
"Fissilicreagris imperialis","1990","I"
"Fissilicreagris imperialis","1988","I"
"Fissilicreagris imperialis","1986","I"
"Fissuria boui","2011","NT"
"Fissuria boui","1996","VU"
"Fissuria boui","1994","I"
"Fissuria boui","1990","I"
"Fluminicola avernalis","1996","DD"
"Fluminicola avernalis","1994","I"
"Fluminicola avernalis","1990","I"
"Fluminicola avernalis","1988","I"
"Fluminicola avernalis","1986","I"
"Fluminicola merriami","1996","DD"
"Fluminicola merriami","1994","I"
"Fluminicola merriami","1990","I"
