"name","result.year","result.code","result.category"
"Coryphomys buehleri","2008","EX","Extinct"
"Coryphomys buehleri","1996","EX","Extinct"
"Cottus echinatus","2013","EX","Extinct"
"Cottus echinatus","1996","EX","Extinct"
"Cottus echinatus","1994","Ex","Extinct"
"Cottus echinatus","1990","Ex","Extinct"
"Cottus echinatus","1988","Ex","Extinct"
"Cottus echinatus","1986","Ex","Extinct"
"Coturnix novaezelandiae","2016","EX","Extinct"
"Coturnix novaezelandiae","2012","EX","Extinct"
"Coturnix novaezelandiae","2008","EX","Extinct"
"Coturnix novaezelandiae","2004","EX","Extinct"
"Coturnix novaezelandiae","2000","EX","Extinct"
"Coturnix novaezelandiae","1994","EX","Extinct"
"Coturnix novaezelandiae","1988","EX","Extinct"
"Coua delalandei","2016","EX","Extinct"
"Coua delalandei","2012","EX","Extinct"
"Coua delalandei","2008","EX","Extinct"
"Coua delalandei","2004","EX","Extinct"
"Coua delalandei","2000","EX","Extinct"
"Coua delalandei","1996","EX","Extinct"
"Coua delalandei","1994","EX","Extinct"
"Coua delalandei","1988","T","Threatened"
"Craugastor chrysozetetes","2004","EX","Extinct"
"Craugastor escoces","2004","EX","Extinct"
"Crudia zeylanica","1998","E","Endangered"
"Crudia zeylanica","1998","EX","Extinct"
"Cryptonanus ignitus","2016","EX","Extinct"
"Cryptonanus ignitus","2008","EX","Extinct"
"Cryptoprocta spelea","2015","EX","Extinct"
"Cryptoprocta spelea","2008","EX","Extinct"
"Ctenochromis pectoralis","1996","EX","Extinct"
"Ctenoglypta newtoni","1996","EX","Extinct"
"Ctenoglypta newtoni","1994","Ex","Extinct"
"Cupaniopsis crassivalvis","1998","E","Endangered"
"Cupaniopsis crassivalvis","1998","EX","Extinct"
"Cyanea arborea","2003","EX","Extinct"
"Cyanea arborea","1998","E","Endangered"
"Cyanea arborea","1998","EX","Extinct"
"Cyanea comata","2003","EX","Extinct"
"Cyanea cylindrocalyx","2003","EX","Extinct"
"Cyanea dolichopoda","2016","EX","Extinct"
"Cyanea dolichopoda","2003","EX","Extinct"
"Cyanea eleeleensis","2016","EX","Extinct"
"Cyanea eleeleensis","2003","CR","Critically Endangered"
"Cyanea giffardii","2003","EX","Extinct"
"Cyanea giffardii","1998","E","Endangered"
"Cyanea giffardii","1998","EX","Extinct"
"Cyanea linearifolia","2016","EX","Extinct"
"Cyanea mauiensis","2016","EX","Extinct"
"Cyanea minutiflora","2016","EX","Extinct"
"Cyanea parvifolia","2016","EX","Extinct"
"Cyanea pohaku","1998","E","Endangered"
